Raw,Unigram,Bigram,Trigram
State of North Carolina -- Note added 1/14/14 13:05,"[['State'], ['North'], ['Carolina'], ['Note'], ['added'], ['11414'], ['1305']]","[['State', 'North'], ['North', 'Carolina'], ['Carolina', 'Note'], ['Note', 'added'], ['added', '11414'], ['11414', '1305']]","[['State', 'North', 'Carolina'], ['North', 'Carolina', 'Note'], ['Carolina', 'Note', 'added'], ['Note', 'added', '11414'], ['added', '11414', '1305']]"
"Governor's School of North Carolina, NC Department of Public Instruction -- Note added 6/12/13 18:35","[['Governors'], ['School'], ['North'], ['Carolina'], ['NC'], ['Department'], ['Public'], ['Instruction'], ['Note'], ['added'], ['61213'], ['1835']]","[['Governors', 'School'], ['School', 'North'], ['North', 'Carolina'], ['Carolina', 'NC'], ['NC', 'Department'], ['Department', 'Public'], ['Public', 'Instruction'], ['Instruction', 'Note'], ['Note', 'added'], ['added', '61213'], ['61213', '1835']]","[['Governors', 'School', 'North'], ['School', 'North', 'Carolina'], ['North', 'Carolina', 'NC'], ['Carolina', 'NC', 'Department'], ['NC', 'Department', 'Public'], ['Department', 'Public', 'Instruction'], ['Public', 'Instruction', 'Note'], ['Instruction', 'Note', 'added'], ['Note', 'added', '61213'], ['added', '61213', '1835']]"
The North Carolina Global TransPark -- Note added 9/15/15 16:39,"[['North'], ['Carolina'], ['Global'], ['TransPark'], ['Note'], ['added'], ['91515'], ['1639']]","[['North', 'Carolina'], ['Carolina', 'Global'], ['Global', 'TransPark'], ['TransPark', 'Note'], ['Note', 'added'], ['added', '91515'], ['91515', '1639']]","[['North', 'Carolina', 'Global'], ['Carolina', 'Global', 'TransPark'], ['Global', 'TransPark', 'Note'], ['TransPark', 'Note', 'added'], ['Note', 'added', '91515'], ['added', '91515', '1639']]"
NC hearing Aid Dealers -- Note added 9/15/15 16:39,"[['NC'], ['hearing'], ['Aid'], ['Dealers'], ['Note'], ['added'], ['91515'], ['1639']]","[['NC', 'hearing'], ['hearing', 'Aid'], ['Aid', 'Dealers'], ['Dealers', 'Note'], ['Note', 'added'], ['added', '91515'], ['91515', '1639']]","[['NC', 'hearing', 'Aid'], ['hearing', 'Aid', 'Dealers'], ['Aid', 'Dealers', 'Note'], ['Dealers', 'Note', 'added'], ['Note', 'added', '91515'], ['added', '91515', '1639']]"
NC Health & Human Services -- Note added 9/15/15 16:39,"[['NC'], ['Health'], ['Human'], ['Services'], ['Note'], ['added'], ['91515'], ['1639']]","[['NC', 'Health'], ['Health', 'Human'], ['Human', 'Services'], ['Services', 'Note'], ['Note', 'added'], ['added', '91515'], ['91515', '1639']]","[['NC', 'Health', 'Human'], ['Health', 'Human', 'Services'], ['Human', 'Services', 'Note'], ['Services', 'Note', 'added'], ['Note', 'added', '91515'], ['added', '91515', '1639']]"
NC Healthy School Website -- Note added 9/15/15 16:41,"[['NC'], ['Healthy'], ['School'], ['Website'], ['Note'], ['added'], ['91515'], ['1641']]","[['NC', 'Healthy'], ['Healthy', 'School'], ['School', 'Website'], ['Website', 'Note'], ['Note', 'added'], ['added', '91515'], ['91515', '1641']]","[['NC', 'Healthy', 'School'], ['Healthy', 'School', 'Website'], ['School', 'Website', 'Note'], ['Website', 'Note', 'added'], ['Note', 'added', '91515'], ['added', '91515', '1641']]"
NC Housing Finance Agency  -- Note added 9/15/15 16:42,"[['NC'], ['Housing'], ['Finance'], ['Agency'], ['Note'], ['added'], ['91515'], ['1642']]","[['NC', 'Housing'], ['Housing', 'Finance'], ['Finance', 'Agency'], ['Agency', 'Note'], ['Note', 'added'], ['added', '91515'], ['91515', '1642']]","[['NC', 'Housing', 'Finance'], ['Housing', 'Finance', 'Agency'], ['Finance', 'Agency', 'Note'], ['Agency', 'Note', 'added'], ['Note', 'added', '91515'], ['added', '91515', '1642']]"
North Carolina Home Inspetor Licensure Board -- Note added 11/20/13 12:38,"[['North'], ['Carolina'], ['Home'], ['Inspetor'], ['Licensure'], ['Board'], ['Note'], ['added'], ['112013'], ['1238']]","[['North', 'Carolina'], ['Carolina', 'Home'], ['Home', 'Inspetor'], ['Inspetor', 'Licensure'], ['Licensure', 'Board'], ['Board', 'Note'], ['Note', 'added'], ['added', '112013'], ['112013', '1238']]","[['North', 'Carolina', 'Home'], ['Carolina', 'Home', 'Inspetor'], ['Home', 'Inspetor', 'Licensure'], ['Inspetor', 'Licensure', 'Board'], ['Licensure', 'Board', 'Note'], ['Board', 'Note', 'added'], ['Note', 'added', '112013'], ['added', '112013', '1238']]"
NC Historic Sites -- Note added 9/15/15 16:42,"[['NC'], ['Historic'], ['Sites'], ['Note'], ['added'], ['91515'], ['1642']]","[['NC', 'Historic'], ['Historic', 'Sites'], ['Sites', 'Note'], ['Note', 'added'], ['added', '91515'], ['91515', '1642']]","[['NC', 'Historic', 'Sites'], ['Historic', 'Sites', 'Note'], ['Sites', 'Note', 'added'], ['Note', 'added', '91515'], ['added', '91515', '1642']]"
Office of Indigent Defense Services  -- Note added 9/15/15 16:43,"[['Office'], ['Indigent'], ['Defense'], ['Services'], ['Note'], ['added'], ['91515'], ['1643']]","[['Office', 'Indigent'], ['Indigent', 'Defense'], ['Defense', 'Services'], ['Services', 'Note'], ['Note', 'added'], ['added', '91515'], ['91515', '1643']]","[['Office', 'Indigent', 'Defense'], ['Indigent', 'Defense', 'Services'], ['Defense', 'Services', 'Note'], ['Services', 'Note', 'added'], ['Note', 'added', '91515'], ['added', '91515', '1643']]"
NC International House -- Note added 9/15/15 16:44,"[['NC'], ['International'], ['House'], ['Note'], ['added'], ['91515'], ['1644']]","[['NC', 'International'], ['International', 'House'], ['House', 'Note'], ['Note', 'added'], ['added', '91515'], ['91515', '1644']]","[['NC', 'International', 'House'], ['International', 'House', 'Note'], ['House', 'Note', 'added'], ['Note', 'added', '91515'], ['added', '91515', '1644']]"
NC Institute of Medecine -- Note added 9/15/15 16:45,"[['NC'], ['Institute'], ['Medecine'], ['Note'], ['added'], ['91515'], ['1645']]","[['NC', 'Institute'], ['Institute', 'Medecine'], ['Medecine', 'Note'], ['Note', 'added'], ['added', '91515'], ['91515', '1645']]","[['NC', 'Institute', 'Medecine'], ['Institute', 'Medecine', 'Note'], ['Medecine', 'Note', 'added'], ['Note', 'added', '91515'], ['added', '91515', '1645']]"
The North Carolina Interpreters & Transliterators Licensing Board -- Note added 9/15/15 16:45,"[['North'], ['Carolina'], ['Interpreters'], ['Transliterators'], ['Licensing'], ['Board'], ['Note'], ['added'], ['91515'], ['1645']]","[['North', 'Carolina'], ['Carolina', 'Interpreters'], ['Interpreters', 'Transliterators'], ['Transliterators', 'Licensing'], ['Licensing', 'Board'], ['Board', 'Note'], ['Note', 'added'], ['added', '91515'], ['91515', '1645']]","[['North', 'Carolina', 'Interpreters'], ['Carolina', 'Interpreters', 'Transliterators'], ['Interpreters', 'Transliterators', 'Licensing'], ['Transliterators', 'Licensing', 'Board'], ['Licensing', 'Board', 'Note'], ['Board', 'Note', 'added'], ['Note', 'added', '91515'], ['added', '91515', '1645']]"
NCknows is a service that allows North Carolina residents to get help from librarians and use their library resources remotely through a computer. NCknows is a pilot project supported by a grant under the Federally-funded Library Services and Technology Act (LSTA). The project is administered by the State Library of North Carolina in Raleigh with help from a committee of librarians and directors from North Carolina's libraries. -- Note added 11/12/15 13:22,"[['NCknows'], ['service'], ['allows'], ['North'], ['Carolina'], ['residents'], ['get'], ['help'], ['librarians'], ['use'], ['library'], ['resources'], ['remotely'], ['computer'], ['NCknows'], ['pilot'], ['project'], ['supported'], ['grant'], ['Federallyfunded'], ['Library'], ['Services'], ['Technology'], ['Act'], ['LSTA'], ['project'], ['administered'], ['State'], ['Library'], ['North'], ['Carolina'], ['Raleigh'], ['help'], ['committee'], ['librarians'], ['directors'], ['North'], ['Carolinas'], ['libraries'], ['Note'], ['added'], ['111215'], ['1322']]","[['NCknows', 'service'], ['service', 'allows'], ['allows', 'North'], ['North', 'Carolina'], ['Carolina', 'residents'], ['residents', 'get'], ['get', 'help'], ['help', 'librarians'], ['librarians', 'use'], ['use', 'library'], ['library', 'resources'], ['resources', 'remotely'], ['remotely', 'computer'], ['computer', 'NCknows'], ['NCknows', 'pilot'], ['pilot', 'project'], ['project', 'supported'], ['supported', 'grant'], ['grant', 'Federallyfunded'], ['Federallyfunded', 'Library'], ['Library', 'Services'], ['Services', 'Technology'], ['Technology', 'Act'], ['Act', 'LSTA'], ['LSTA', 'project'], ['project', 'administered'], ['administered', 'State'], ['State', 'Library'], ['Library', 'North'], ['North', 'Carolina'], ['Carolina', 'Raleigh'], ['Raleigh', 'help'], ['help', 'committee'], ['committee', 'librarians'], ['librarians', 'directors'], ['directors', 'North'], ['North', 'Carolinas'], ['Carolinas', 'libraries'], ['libraries', 'Note'], ['Note', 'added'], ['added', '111215'], ['111215', '1322']]","[['NCknows', 'service', 'allows'], ['service', 'allows', 'North'], ['allows', 'North', 'Carolina'], ['North', 'Carolina', 'residents'], ['Carolina', 'residents', 'get'], ['residents', 'get', 'help'], ['get', 'help', 'librarians'], ['help', 'librarians', 'use'], ['librarians', 'use', 'library'], ['use', 'library', 'resources'], ['library', 'resources', 'remotely'], ['resources', 'remotely', 'computer'], ['remotely', 'computer', 'NCknows'], ['computer', 'NCknows', 'pilot'], ['NCknows', 'pilot', 'project'], ['pilot', 'project', 'supported'], ['project', 'supported', 'grant'], ['supported', 'grant', 'Federallyfunded'], ['grant', 'Federallyfunded', 'Library'], ['Federallyfunded', 'Library', 'Services'], ['Library', 'Services', 'Technology'], ['Services', 'Technology', 'Act'], ['Technology', 'Act', 'LSTA'], ['Act', 'LSTA', 'project'], ['LSTA', 'project', 'administered'], ['project', 'administered', 'State'], ['administered', 'State', 'Library'], ['State', 'Library', 'North'], ['Library', 'North', 'Carolina'], ['North', 'Carolina', 'Raleigh'], ['Carolina', 'Raleigh', 'help'], ['Raleigh', 'help', 'committee'], ['help', 'committee', 'librarians'], ['committee', 'librarians', 'directors'], ['librarians', 'directors', 'North'], ['directors', 'North', 'Carolinas'], ['North', 'Carolinas', 'libraries'], ['Carolinas', 'libraries', 'Note'], ['libraries', 'Note', 'added'], ['Note', 'added', '111215'], ['added', '111215', '1322']]"
NC Dept of Labor -- Note added 9/15/15 16:45,"[['NC'], ['Dept'], ['Labor'], ['Note'], ['added'], ['91515'], ['1645']]","[['NC', 'Dept'], ['Dept', 'Labor'], ['Labor', 'Note'], ['Note', 'added'], ['added', '91515'], ['91515', '1645']]","[['NC', 'Dept', 'Labor'], ['Dept', 'Labor', 'Note'], ['Labor', 'Note', 'added'], ['Note', 'added', '91515'], ['added', '91515', '1645']]"
NC Generla Assembly  -- Note added 9/15/15 16:46,"[['NC'], ['Generla'], ['Assembly'], ['Note'], ['added'], ['91515'], ['1646']]","[['NC', 'Generla'], ['Generla', 'Assembly'], ['Assembly', 'Note'], ['Note', 'added'], ['added', '91515'], ['91515', '1646']]","[['NC', 'Generla', 'Assembly'], ['Generla', 'Assembly', 'Note'], ['Assembly', 'Note', 'added'], ['Note', 'added', '91515'], ['added', '91515', '1646']]"
"North Carolina State Board of Examiners of Plumbing, Heating and Fire Sprinkler Contractors -- Note added 9/15/15 16:46","[['North'], ['Carolina'], ['State'], ['Board'], ['Examiners'], ['Plumbing'], ['Heating'], ['Fire'], ['Sprinkler'], ['Contractors'], ['Note'], ['added'], ['91515'], ['1646']]","[['North', 'Carolina'], ['Carolina', 'State'], ['State', 'Board'], ['Board', 'Examiners'], ['Examiners', 'Plumbing'], ['Plumbing', 'Heating'], ['Heating', 'Fire'], ['Fire', 'Sprinkler'], ['Sprinkler', 'Contractors'], ['Contractors', 'Note'], ['Note', 'added'], ['added', '91515'], ['91515', '1646']]","[['North', 'Carolina', 'State'], ['Carolina', 'State', 'Board'], ['State', 'Board', 'Examiners'], ['Board', 'Examiners', 'Plumbing'], ['Examiners', 'Plumbing', 'Heating'], ['Plumbing', 'Heating', 'Fire'], ['Heating', 'Fire', 'Sprinkler'], ['Fire', 'Sprinkler', 'Contractors'], ['Sprinkler', 'Contractors', 'Note'], ['Contractors', 'Note', 'added'], ['Note', 'added', '91515'], ['added', '91515', '1646']]"
NC Lifetime Income - Members of the Teachers' and State Employees' Retirement System (TSERS) and Local Governmental Employees' Retirement System (LGERS) will have a one-time opportunity to transfer all or part of their NC 401(k) and/or NC Deferred Compensation (457) funds to the Retirement System in order to receive lifetime income at or after retirement. -- Note added 11/12/15 13:21,"[['NC'], ['Lifetime'], ['Income'], ['Members'], ['Teachers'], ['State'], ['Employees'], ['Retirement'], ['System'], ['TSERS'], ['Local'], ['Governmental'], ['Employees'], ['Retirement'], ['System'], ['LGERS'], ['onetime'], ['opportunity'], ['transfer'], ['part'], ['NC'], ['401k'], ['andor'], ['NC'], ['Deferred'], ['Compensation'], ['457'], ['funds'], ['Retirement'], ['System'], ['order'], ['receive'], ['lifetime'], ['income'], ['retirement'], ['Note'], ['added'], ['111215'], ['1321']]","[['NC', 'Lifetime'], ['Lifetime', 'Income'], ['Income', 'Members'], ['Members', 'Teachers'], ['Teachers', 'State'], ['State', 'Employees'], ['Employees', 'Retirement'], ['Retirement', 'System'], ['System', 'TSERS'], ['TSERS', 'Local'], ['Local', 'Governmental'], ['Governmental', 'Employees'], ['Employees', 'Retirement'], ['Retirement', 'System'], ['System', 'LGERS'], ['LGERS', 'onetime'], ['onetime', 'opportunity'], ['opportunity', 'transfer'], ['transfer', 'part'], ['part', 'NC'], ['NC', '401k'], ['401k', 'andor'], ['andor', 'NC'], ['NC', 'Deferred'], ['Deferred', 'Compensation'], ['Compensation', '457'], ['457', 'funds'], ['funds', 'Retirement'], ['Retirement', 'System'], ['System', 'order'], ['order', 'receive'], ['receive', 'lifetime'], ['lifetime', 'income'], ['income', 'retirement'], ['retirement', 'Note'], ['Note', 'added'], ['added', '111215'], ['111215', '1321']]","[['NC', 'Lifetime', 'Income'], ['Lifetime', 'Income', 'Members'], ['Income', 'Members', 'Teachers'], ['Members', 'Teachers', 'State'], ['Teachers', 'State', 'Employees'], ['State', 'Employees', 'Retirement'], ['Employees', 'Retirement', 'System'], ['Retirement', 'System', 'TSERS'], ['System', 'TSERS', 'Local'], ['TSERS', 'Local', 'Governmental'], ['Local', 'Governmental', 'Employees'], ['Governmental', 'Employees', 'Retirement'], ['Employees', 'Retirement', 'System'], ['Retirement', 'System', 'LGERS'], ['System', 'LGERS', 'onetime'], ['LGERS', 'onetime', 'opportunity'], ['onetime', 'opportunity', 'transfer'], ['opportunity', 'transfer', 'part'], ['transfer', 'part', 'NC'], ['part', 'NC', '401k'], ['NC', '401k', 'andor'], ['401k', 'andor', 'NC'], ['andor', 'NC', 'Deferred'], ['NC', 'Deferred', 'Compensation'], ['Deferred', 'Compensation', '457'], ['Compensation', '457', 'funds'], ['457', 'funds', 'Retirement'], ['funds', 'Retirement', 'System'], ['Retirement', 'System', 'order'], ['System', 'order', 'receive'], ['order', 'receive', 'lifetime'], ['receive', 'lifetime', 'income'], ['lifetime', 'income', 'retirement'], ['income', 'retirement', 'Note'], ['retirement', 'Note', 'added'], ['Note', 'added', '111215'], ['added', '111215', '1321']]"
NC Public Library -- Note added 9/15/15 16:47,"[['NC'], ['Public'], ['Library'], ['Note'], ['added'], ['91515'], ['1647']]","[['NC', 'Public'], ['Public', 'Library'], ['Library', 'Note'], ['Note', 'added'], ['added', '91515'], ['91515', '1647']]","[['NC', 'Public', 'Library'], ['Public', 'Library', 'Note'], ['Library', 'Note', 'added'], ['Note', 'added', '91515'], ['added', '91515', '1647']]"
North Carolina League of Municipalities -- Note added 6/6/13 18:08,"[['North'], ['Carolina'], ['League'], ['Municipalities'], ['Note'], ['added'], ['6613'], ['1808']]","[['North', 'Carolina'], ['Carolina', 'League'], ['League', 'Municipalities'], ['Municipalities', 'Note'], ['Note', 'added'], ['added', '6613'], ['6613', '1808']]","[['North', 'Carolina', 'League'], ['Carolina', 'League', 'Municipalities'], ['League', 'Municipalities', 'Note'], ['Municipalities', 'Note', 'added'], ['Note', 'added', '6613'], ['added', '6613', '1808']]"
the board of Marriage and family therapy of North Carolina -- Note added 9/15/15 16:48,"[['board'], ['Marriage'], ['family'], ['therapy'], ['North'], ['Carolina'], ['Note'], ['added'], ['91515'], ['1648']]","[['board', 'Marriage'], ['Marriage', 'family'], ['family', 'therapy'], ['therapy', 'North'], ['North', 'Carolina'], ['Carolina', 'Note'], ['Note', 'added'], ['added', '91515'], ['91515', '1648']]","[['board', 'Marriage', 'family'], ['Marriage', 'family', 'therapy'], ['family', 'therapy', 'North'], ['therapy', 'North', 'Carolina'], ['North', 'Carolina', 'Note'], ['Carolina', 'Note', 'added'], ['Note', 'added', '91515'], ['added', '91515', '1648']]"
The North Carolina Locksmith Licensing Board -- Note added 9/15/15 16:48,"[['North'], ['Carolina'], ['Locksmith'], ['Licensing'], ['Board'], ['Note'], ['added'], ['91515'], ['1648']]","[['North', 'Carolina'], ['Carolina', 'Locksmith'], ['Locksmith', 'Licensing'], ['Licensing', 'Board'], ['Board', 'Note'], ['Note', 'added'], ['added', '91515'], ['91515', '1648']]","[['North', 'Carolina', 'Locksmith'], ['Carolina', 'Locksmith', 'Licensing'], ['Locksmith', 'Licensing', 'Board'], ['Licensing', 'Board', 'Note'], ['Board', 'Note', 'added'], ['Note', 'added', '91515'], ['added', '91515', '1648']]"
State of North Carolina Office of Information Technology Services -- Note added 9/15/15 16:49,"[['State'], ['North'], ['Carolina'], ['Office'], ['Information'], ['Technology'], ['Services'], ['Note'], ['added'], ['91515'], ['1649']]","[['State', 'North'], ['North', 'Carolina'], ['Carolina', 'Office'], ['Office', 'Information'], ['Information', 'Technology'], ['Technology', 'Services'], ['Services', 'Note'], ['Note', 'added'], ['added', '91515'], ['91515', '1649']]","[['State', 'North', 'Carolina'], ['North', 'Carolina', 'Office'], ['Carolina', 'Office', 'Information'], ['Office', 'Information', 'Technology'], ['Information', 'Technology', 'Services'], ['Technology', 'Services', 'Note'], ['Services', 'Note', 'added'], ['Note', 'added', '91515'], ['added', '91515', '1649']]"
North Carolina Maritime Museum System -- Note added 8/2/13 15:50,"[['North'], ['Carolina'], ['Maritime'], ['Museum'], ['System'], ['Note'], ['added'], ['8213'], ['1550']]","[['North', 'Carolina'], ['Carolina', 'Maritime'], ['Maritime', 'Museum'], ['Museum', 'System'], ['System', 'Note'], ['Note', 'added'], ['added', '8213'], ['8213', '1550']]","[['North', 'Carolina', 'Maritime'], ['Carolina', 'Maritime', 'Museum'], ['Maritime', 'Museum', 'System'], ['Museum', 'System', 'Note'], ['System', 'Note', 'added'], ['Note', 'added', '8213'], ['added', '8213', '1550']]"
"North Carolina Highway Historical Marker Program, NC Department of Cultural Resources -- Note added 11/12/15 13:19","[['North'], ['Carolina'], ['Highway'], ['Historical'], ['Marker'], ['Program'], ['NC'], ['Department'], ['Cultural'], ['Resources'], ['Note'], ['added'], ['111215'], ['1319']]","[['North', 'Carolina'], ['Carolina', 'Highway'], ['Highway', 'Historical'], ['Historical', 'Marker'], ['Marker', 'Program'], ['Program', 'NC'], ['NC', 'Department'], ['Department', 'Cultural'], ['Cultural', 'Resources'], ['Resources', 'Note'], ['Note', 'added'], ['added', '111215'], ['111215', '1319']]","[['North', 'Carolina', 'Highway'], ['Carolina', 'Highway', 'Historical'], ['Highway', 'Historical', 'Marker'], ['Historical', 'Marker', 'Program'], ['Marker', 'Program', 'NC'], ['Program', 'NC', 'Department'], ['NC', 'Department', 'Cultural'], ['Department', 'Cultural', 'Resources'], ['Cultural', 'Resources', 'Note'], ['Resources', 'Note', 'added'], ['Note', 'added', '111215'], ['added', '111215', '1319']]"
NC Medical Board -- Note added 9/15/15 16:53,"[['NC'], ['Medical'], ['Board'], ['Note'], ['added'], ['91515'], ['1653']]","[['NC', 'Medical'], ['Medical', 'Board'], ['Board', 'Note'], ['Note', 'added'], ['added', '91515'], ['91515', '1653']]","[['NC', 'Medical', 'Board'], ['Medical', 'Board', 'Note'], ['Board', 'Note', 'added'], ['Note', 'added', '91515'], ['added', '91515', '1653']]"
NC Division of Medical Assistance -- Note added 9/15/15 16:54,"[['NC'], ['Division'], ['Medical'], ['Assistance'], ['Note'], ['added'], ['91515'], ['1654']]","[['NC', 'Division'], ['Division', 'Medical'], ['Medical', 'Assistance'], ['Assistance', 'Note'], ['Note', 'added'], ['added', '91515'], ['91515', '1654']]","[['NC', 'Division', 'Medical'], ['Division', 'Medical', 'Assistance'], ['Medical', 'Assistance', 'Note'], ['Assistance', 'Note', 'added'], ['Note', 'added', '91515'], ['added', '91515', '1654']]"
N.C. Office of Minority Health and Health Disparities -- Note added 9/15/15 16:55,"[['NC'], ['Office'], ['Minority'], ['Health'], ['Health'], ['Disparities'], ['Note'], ['added'], ['91515'], ['1655']]","[['NC', 'Office'], ['Office', 'Minority'], ['Minority', 'Health'], ['Health', 'Health'], ['Health', 'Disparities'], ['Disparities', 'Note'], ['Note', 'added'], ['added', '91515'], ['91515', '1655']]","[['NC', 'Office', 'Minority'], ['Office', 'Minority', 'Health'], ['Minority', 'Health', 'Health'], ['Health', 'Health', 'Disparities'], ['Health', 'Disparities', 'Note'], ['Disparities', 'Note', 'added'], ['Note', 'added', '91515'], ['added', '91515', '1655']]"
NC Motor fleet management -- Note added 9/15/15 16:55,"[['NC'], ['Motor'], ['fleet'], ['management'], ['Note'], ['added'], ['91515'], ['1655']]","[['NC', 'Motor'], ['Motor', 'fleet'], ['fleet', 'management'], ['management', 'Note'], ['Note', 'added'], ['added', '91515'], ['91515', '1655']]","[['NC', 'Motor', 'fleet'], ['Motor', 'fleet', 'management'], ['fleet', 'management', 'Note'], ['management', 'Note', 'added'], ['Note', 'added', '91515'], ['added', '91515', '1655']]"
The N.C. Health Care Personnel Registry Section   -- Note added 9/15/15 16:56,"[['NC'], ['Health'], ['Care'], ['Personnel'], ['Registry'], ['Section'], ['Note'], ['added'], ['91515'], ['1656']]","[['NC', 'Health'], ['Health', 'Care'], ['Care', 'Personnel'], ['Personnel', 'Registry'], ['Registry', 'Section'], ['Section', 'Note'], ['Note', 'added'], ['added', '91515'], ['91515', '1656']]","[['NC', 'Health', 'Care'], ['Health', 'Care', 'Personnel'], ['Care', 'Personnel', 'Registry'], ['Personnel', 'Registry', 'Section'], ['Registry', 'Section', 'Note'], ['Section', 'Note', 'added'], ['Note', 'added', '91515'], ['added', '91515', '1656']]"
Early Hearing Detection and Intervention Program (NC DHHS &gt; DPH &gt; WCH Section &gt; Children and Youth Branch) -- Note added 11/12/15 13:18,"[['Early'], ['Hearing'], ['Detection'], ['Intervention'], ['Program'], ['NC'], ['DHHS'], ['gt'], ['DPH'], ['gt'], ['WCH'], ['Section'], ['gt'], ['Children'], ['Youth'], ['Branch'], ['Note'], ['added'], ['111215'], ['1318']]","[['Early', 'Hearing'], ['Hearing', 'Detection'], ['Detection', 'Intervention'], ['Intervention', 'Program'], ['Program', 'NC'], ['NC', 'DHHS'], ['DHHS', 'gt'], ['gt', 'DPH'], ['DPH', 'gt'], ['gt', 'WCH'], ['WCH', 'Section'], ['Section', 'gt'], ['gt', 'Children'], ['Children', 'Youth'], ['Youth', 'Branch'], ['Branch', 'Note'], ['Note', 'added'], ['added', '111215'], ['111215', '1318']]","[['Early', 'Hearing', 'Detection'], ['Hearing', 'Detection', 'Intervention'], ['Detection', 'Intervention', 'Program'], ['Intervention', 'Program', 'NC'], ['Program', 'NC', 'DHHS'], ['NC', 'DHHS', 'gt'], ['DHHS', 'gt', 'DPH'], ['gt', 'DPH', 'gt'], ['DPH', 'gt', 'WCH'], ['gt', 'WCH', 'Section'], ['WCH', 'Section', 'gt'], ['Section', 'gt', 'Children'], ['gt', 'Children', 'Youth'], ['Children', 'Youth', 'Branch'], ['Youth', 'Branch', 'Note'], ['Branch', 'Note', 'added'], ['Note', 'added', '111215'], ['added', '111215', '1318']]"
The North Carolina Natural Heritage Program -- Note added 9/15/15 16:56,"[['North'], ['Carolina'], ['Natural'], ['Heritage'], ['Program'], ['Note'], ['added'], ['91515'], ['1656']]","[['North', 'Carolina'], ['Carolina', 'Natural'], ['Natural', 'Heritage'], ['Heritage', 'Program'], ['Program', 'Note'], ['Note', 'added'], ['added', '91515'], ['91515', '1656']]","[['North', 'Carolina', 'Natural'], ['Carolina', 'Natural', 'Heritage'], ['Natural', 'Heritage', 'Program'], ['Heritage', 'Program', 'Note'], ['Program', 'Note', 'added'], ['Note', 'added', '91515'], ['added', '91515', '1656']]"
